contestantName,rank,currentRating
Norrby,2450,60.8818520431
Sciacca,2451,60.8796201999
Orange County SC,2452,60.8770121363
Lavarian Mortean Esperia,2453,60.8701848072
Ossese,2454,60.8622010662
Tersana,2455,60.8547721866
Brescello Piccardo,2456,60.8524029047
Příbram,2457,60.8458708376
Al-Qasim,2458,60.8436809954
Walter Ferretti,2459,60.835263195
Tamai,2460,60.8338954655
Aubstadt,2461,60.8306294739
Comerciantes,2462,60.8298890024
Freiburg II,2463,60.8288150375
Paolana,2464,60.8280892637
Zoman,2465,60.8257974806
Grifone GialloVerde,2466,60.816476937
Leopards,2467,60.8149270101
Atlético CP,2468,60.8135738714
Al Diriyah,2469,60.8101300655
Goa,2470,60.8057754905
Leones,2471,60.8055757775
Östersund,2472,60.8045018325
Green Fuel,2473,60.7991256169
Cork City,2474,60.7983328818
Città di Formia,2475,60.7947041008
Utsikten,2476,60.7932525913
Reddis,2477,60.7921639601
Ethiopia Bunna,2478,60.7917026917
Mariehamn,2479,60.7878094445
Unión Comercio,2480,60.785617496
Nuorese,2481,60.7776489643
Alessandria,2482,60.7761974736
22 de Julio,2483,60.7740055444
Atletico Racale,2484,60.7722058823
Township Rollers,2485,60.7718697466
Tusker,2486,60.7713817496
FC Carpenedolo,2487,60.769665785
Fermignanese,2488,60.7656742135
Astoria Walldorf,2489,60.7638598669
LCS,2490,60.7588466869
JS Talangaï,2491,60.753766549
Marsala,2492,60.7533367056
Greuther Fürth II,2493,60.7511595103
Kickers Emden,2494,60.7511595103
Vitesse,2495,60.7488678613
Police,2496,60.7472349701
Trodica,2497,60.7384592766
Colmar,2498,60.7344677999
Castellón II,2499,60.7301134756
VG United,2500,60.7271267826
Ciliverghe,2501,60.7166877331
Pierantonio Sport,2502,60.7097934862
UD Melilla,2503,60.7083420704
Città Di Albino,2504,60.7068906563
AlbinoLeffe,2505,60.706527803
CRB Adrar,2506,60.7035265953
Třinec,2507,60.7032621279
Bihor Oradea,2508,60.7014478674
Universidad de Panamá,2509,60.7011986917
Dugopolje,2510,60.6974565033
Simba,2511,60.6971606251
Llanera,2512,60.6956422509
Hamburger SV II,2513,60.6934651513
RC Arbaâ,2514,60.6930039175
Bremer SV,2515,60.6923766028
Chabab Ben Guerir,2516,60.6919153694
Werder Bremen II,2517,60.6880224181
Fiume Veneto Bannia,2518,60.6854824837
Moss,2519,60.6836682478
Al Wahda,2520,60.6758545718
Olympia Agnonese,2521,60.6742342617
Amarante,2522,60.6727828853
Estepona,2523,60.6666145533
Sua Flamingoes,2524,60.6659156026
Castelnuovo DG,2525,60.6658888691
ÍBV,2526,60.6640746603
Francs Borains,2527,60.6582692091
Tikvesh,2528,60.6553664931
Furiani-Agliani,2529,60.6513752692
Iglesias,2530,60.6491982431
Marosticense,2531,60.6491982431
Sportfreunde Lotte,2532,60.6462955472
Austria Klagenfurt,2533,60.6412158448
Hødd,2534,60.6408530097
Sportfreunde Siegen,2535,60.6397645049
AZ II,2536,60.6325078295
Árabe Unido II,2537,60.6318958342
Vlašim,2538,60.6270653492
Mazzarrone,2539,60.6245255329
Portomansuè,2540,60.6165432849
Newport County,2541,60.6140034889
Poggese,2542,60.6136406613
Stade Nyonnais,2543,60.6132778338
CS-Disciples,2544,60.6122563219
North Carolina,2545,60.6121216067
Sidama Bunna,2546,60.607011404
Hồng Lĩnh Hà Tĩnh,2547,60.6045538448
Sterparo,2548,60.6042071791
AS Khroub,2549,60.6019318539
RC Angolana,2550,60.6009417587
Rivasamba,2551,60.6005789347
Virtus Rosarno,2552,60.5994904634
Zhetysu,2553,60.5987648163
Resistencia,2554,60.5983872989
Barranquilla,2555,60.5983872989
Aresimi,2556,60.5907827253
Saham,2557,60.5902420693
Kaya,2558,60.589662036
Rebordosa,2559,60.5889686204
Dayrout,2560,60.5869835778
Omonia 29is Maiou,2561,60.5857032381
Kagoshima United,2562,60.5798819751
Fratres Perignano,2563,60.5769955916
Azuaga,2564,60.5744558723
Moca,2565,60.5729207963
San Vito lo Capo,2566,60.5642970443
Sobemap,2567,60.5621871302
Athletic Albaro,2568,60.5613945365
Deportivo Lute,2569,60.5570260932
1. FC Bocholt,2570,60.5555895401
Jaraíz,2571,60.5552267287
CR Béni Thour,2572,60.5551283549
CI Kamsar,2573,60.5549308826
ReggioRavagnese,2574,60.5530498623
Watanga,2575,60.5511213715
Tivoli,2576,60.5505101895
Girona II,2577,60.5501473794
Deportiva Minera,2578,60.5486961404
Soliman,2579,60.5471465297
Montenero,2580,60.5432540084
Olympic Charleroi,2581,60.5381747056
ASD FBC Saronno,2582,60.5367234798
Atlético Monzón,2583,60.5345466442
Esbjerg,2584,60.5327326173
Akademija Pandev,2585,60.5323698122
Brattvåg,2586,60.5295943567
Atletico Lusaka,2587,60.5286273288
Sandnes Ulf,2588,60.5259663191
Lorient II,2589,60.5247509288
Oulu,2590,60.5229369154
El Dakhleya,2591,60.5227659835
Tanzania Prisons,2592,60.5195572622
Eleven Wonders,2593,60.5184849226
Vysočina Jihlava,2594,60.5178576915
Karcag,2595,60.5145924865
Colón,2596,60.5098614006
Al Khabourah,2597,60.5071586811
Niscemi,2598,60.5066109086
Fehérvár,2599,60.4986293795
Fossano,2600,60.4982665839
Andrézieux,2601,60.4920990737
Chindia Târgovişte,2602,60.4910106925
Real Jaén,2603,60.4881083473
Gubbio,2604,60.484117633
Ars et Labor,2605,60.4674293238
Internazionale II,2606,60.4605363886
Al Hidd,2607,60.4603585714
HLM,2608,60.4578824634
PSV II,2609,60.4565457586
Albion,2610,60.4507265351
FC 93 Bobigny BG,2611,60.4434856
Atlético Albericia,2612,60.4434856
Unione,2613,60.4347789001
Campobasso,2614,60.4326022342
Mondorf-les-Bains,2615,60.4315139026
Istres,2616,60.4293372422
RCC Kamsar,2617,60.4181581791
Deportivo Moquegua,2618,60.4169882094
San Salvo,2619,60.4159145828
Ulytau Zhezkazgan,2620,60.4155518101
PR Surf,2621,60.4151052395
Al Jazeera,2622,60.4084813386
Castellammare,2623,60.4050314468
Buffles,2624,60.4043728669
Caerano,2625,60.3985016087
Al Ta'awon,2626,60.398205798
Cavese 1919,2627,60.3945111681
Cuneo,2628,60.3919718032
Cacahuatique,2629,60.3886231146
Ibiza Islas Pitiusas,2630,60.3847165022
Volpiano Pianese,2631,60.3810888668
Jarun,2632,60.3770984795
Åsane,2633,60.3763729558
FC 105,2634,60.3755330096
Raufoss,2635,60.3738336262
Tevragh-Zeïne,2636,60.3733725051
Bergerac,2637,60.3731081044
Medicina Fossatone,2638,60.3687549818
St-Pryvé St-Hilaire,2639,60.366941185
Tribiano,2640,60.362588083
Tritium,2641,60.3564212134
Pozzonovo,2642,60.3556957013
Tochigi City,2643,60.3556795451
Biesheim,2644,60.3553329453
Matagalpa,2645,60.3534353731
Police,2646,60.3528606133
Aston Villa,2647,60.3516215976
Örebro,2648,60.34916611
Makedonija GjP,2649,60.3448130673
Stilomonasterace,2650,60.3444503144
Juvenes Pradalunghese,2651,60.3375580285
Baranzatese,2652,60.3317540265
Motril,2653,60.3121657104
Rieti 1936,2654,60.3110774792
Diables Noirs,2655,60.3071542604
Dhofar,2656,60.3050957991
Ferroviário de Lichinga,2657,60.3049778056
Pro Vasto,2658,60.300920699
Tropezón,2659,60.3001952177
Ellera,2660,60.2896757845
Fasil Kenema,2661,60.2895774307
Chambly-Oise,2662,60.2856856769
Budaiya,2663,60.2815177887
Voska Sport,2664,60.2798819059
Guidonia Montecelio 1937,2665,60.2773427642
Bitonto,2666,60.274440894
Agerola,2667,60.2711762978
Molassana Boero,2668,60.2711762978
Unión Coclé,2669,60.2702017394
Real Zaragoza II,2670,60.2653725913
Znicz Pruszków,2671,60.2635589384
Juan Aurich,2672,60.2624560575
Al Tai,2673,60.2615674979
UDA,2674,60.25665239
Triglav,2675,60.2544907115
Deportivo Maldonado,2676,60.2530251109
Cava Ronco,2677,60.2432461979
Ethiopia Nigd Bank,2678,60.2424223984
Belvedere Grosseto,2679,60.2417953
Real Santander,2680,60.2388788189
Virtus Cupello,2681,60.2381680623
Maleyet Kafr El Zayiat,2682,60.2379971676
Real Hope,2683,60.236452022
Mallorca II,2684,60.2359917245
Southend United,2685,60.2298254539
Casarano,2686,60.2258355296
Genova,2687,60.2229337742
Lobi Stars,2688,60.2162904375
Gimnástica Torrelavega,2689,60.2138658303
Tampa Bay Rowdies,2690,60.2105336616
Fréjus St-Raphaël,2691,60.2102386704
Taranto,2692,60.2091505244
Circulo Deportivo,2693,60.2047832599
Greenock Morton,2694,60.2044352357
Napredak,2695,60.2033470945
Weiche Flensburg,2696,60.1975436905
Bellinzona,2697,60.195730132
Kamarat,2698,60.1953674207
Borgo Valbelluna,2699,60.1902894718
Pomezia,2700,60.1862996688
Ferroviário Nacala,2701,60.1860039063
Coastal Union,2702,60.1854598452
Atletico BMG,2703,60.1823098781
Tramin,2704,60.1801336337
Stuttgarter Kickers,2705,60.1688897626
Jamono Fatick,2706,60.168775356
Central Español,2707,60.165973445
Sportivo Carapeguá,2708,60.1656107419
Don Bosco,2709,60.1638788623
Mes Kerman,2710,60.1607325238
MSP Batna,2711,60.1597238513
Forlì,2712,60.1558324858
Banga,2713,60.1518427886
Pastoreo,2714,60.1514654004
Mash'al,2715,60.1494888204
BFC Preussen,2716,60.143138037
Yadah,2717,60.1417541947
Gioiosa,2718,60.1391483786
Ashanti GB,2719,60.1377645406
Rapperswil-Jona,2720,60.1326198733
San Francisco II,2721,60.1320081123
Estudiantes de San Luis,2722,60.1304290233
Aparecidense,2723,60.1300663301
Rayong,2724,60.1242617886
Semassi,2725,60.1230754653
LeO Oderzo,2726,60.1184748908
Civitavecchia,2727,60.1159360641
Kozármisleny,2728,60.114847997
Midland,2729,60.1086676122
VVV,2730,60.1079569267
Náxara,2731,60.1043300623
Rhodense,2732,60.1021539485
Sangiustese VP,2733,60.0959883126
Deportivo Ucrania,2734,60.0923467932
Offanenghese,2735,60.0822064087
Ljungskile,2736,60.0804474131
BFC Dynamo,2737,60.080030332
Maroons,2738,60.0793719147
Slatina,2739,60.0756781895
Hapoel Acre,2740,60.0724140922
Olmedo,2741,60.0709486968
W3 Maccarese,2742,60.0680619753
Hapoel Hadera,2743,60.0651605721
Aguacatán,2744,60.0592900687
PSDS Deli Serdang,2745,60.0577765496
Lucchese,2746,60.0506536534
Vilanculo,2747,60.0496325803
San Giorgio Piana,2748,60.0481149593
Sansovino,2749,60.0477522892
Fezzanese,2750,60.0473896191
Virtus Verona,2751,60.0459389398
Godigese,2752,60.0336082312
Gazelle,2753,60.0335098968
Arzignano Valchiampo,2754,60.0321575674
Viareggio,2755,60.031432236
Vado,2756,60.0299815746
Nocerina,2757,60.0292562444
Antella,2758,60.0274429209
Ben Hur Rafaela,2759,60.0270655689
Badajoz,2760,60.024178945
Boreham Wood,2761,60.0234536181
Tacuary,2762,60.0209002897
Lanusei,2763,60.0194643275
Atletico Acquaviva,2764,60.0187390033
USD Mariano,2765,60.013661745
Colorado Springs,2766,60.0096047706
Ilvamaddalena,2767,60.0064085533
ASA,2768,60.0009539989
Concordia Chiajna,2769,59.9998807155
Forum Julii,2770,59.9998807155
Sedriano,2771,59.9995180588
Mezzolara,2772,59.9915396373
Kotwica Kołobrzeg,2773,59.9904516745
San Juan,2774,59.9890010589
Juventud Italiana,2775,59.9817333181
Seregno,2776,59.9813853536
Sarıyer,2777,59.977758843
Hapoel Kfar Shalem,2778,59.9744949921
Castellana,2779,59.9744949921
Espoir,2780,59.9660396885
ISCA,2781,59.9631385136
Lusitano Évora 1911,2782,59.9581758611
Grorud,2783,59.957214852
Flamme Olympique,2784,59.9528031307
Albacete II,2785,59.951285623
Vis Sezze,2786,59.9476591967
Ebro,2787,59.9451207043
Al Merreikh,2788,59.930500745
Nuovo Pordenone,2789,59.9291645802
Montecchio Gallo,2790,59.9284393065
Sporting Hasselt,2791,59.9284393065
Brancaleone,2792,59.9259008518
Hapoel Rishon LeZion,2793,59.9226371316
Yaracuyanos,2794,59.9208092708
Montefano,2795,59.9171976162
Samaritaine,2796,59.9163885832
FC Cajamarca,2797,59.9160950294
Ipala,2798,59.9149541074
First Vienna,2799,59.909582333
Vitória Guimarães II,2800,59.8979781782
Huracán Las Heras,2801,59.8976008639
Dewa United,2802,59.8899842318
Köln II,2803,59.888549879
Beni Oulbane,2804,59.8870010542
Zingonia Verdellino,2805,59.8845610039
Telavi,2806,59.8812973879
Pianese,2807,59.8794842715
Lambaréné,2808,59.8793698923
Fidentina B. San Donnino,2809,59.8780337802
Renate,2810,59.8700561071
Al Najma,2811,59.8691531302
Raya Ghazl,2812,59.8648085862
Antonio Toma Maglie,2813,59.8646168127
Old Road,2814,59.8623573389
Derby Académie,2815,59.8583379294
Mali Coura,2816,59.8583379294
Coatepeque FC,2817,59.8580219837
Lodigiani Calcio 1972,2818,59.8519252149
Bulawayo Chiefs,2819,59.8469155394
Perth Glory,2820,59.8457446196
Castenaso,2821,59.8443103159
Baladiyyat Al Mehalla,2822,59.8383376763
Khouribga,2823,59.8358719205
San Antonio,2824,59.8293755571
Le Geldar,2825,59.8212008251
Besa Dobërdoll,2826,59.815301588
Sorianese,2827,59.8131259597
Unisport,2828,59.8061221195
Portici,2829,59.804060881
Feignies Aulnoye,2830,59.8007974683
Académica do Lobito,2831,59.7979635901
Kjelsås,2832,59.7936723791
EF Ouagadougou,2833,59.7883547215
Agboville,2834,59.7854539451
B36,2835,59.7852057212
Naft Masjed Soleyman,2836,59.7806768453
Zemun,2837,59.7804919742
Castelnuovo Garfagnana,2838,59.7739652761
Hrvace,2839,59.7725149032
AFF Guatemala,2840,59.7702716455
Stade Renard,2841,59.7691532557
Democracia,2842,59.7673709096
Wofoo Tai Po,2843,59.7659720965
Luzzi,2844,59.7649004722
Urbania,2845,59.7619997485
Besnatese,2846,59.760549389
Langreo,2847,59.7572860862
Fermana,2848,59.7543853795
Solofra,2849,59.7500343318
Cultural Volante,2850,59.7496570606
Torrese,2851,59.7445955427
Naft Bandar Abbas,2852,59.7422423145
AC Carpi,2853,59.7395193602
Naft Al-Basra,2854,59.7387817097
Tixeraïne,2855,59.7386958808
Kras,2856,59.7340806154
Croatia Zmijavci,2857,59.7340806154
Al Sadaqa,2858,59.7337849561
Compostela,2859,59.7319051239
Lions Mons Militum,2860,59.7315425423
LDU Portoviejo,2861,59.7300775328
Al Markhiya,2862,59.729189338
Celano,2863,59.7210277214
Bocale,2864,59.7105129862
Castiglionese,2865,59.7079749595
Tambo,2866,59.7009716899
Coleraine,2867,59.7003609094
Paredes,2868,59.6974603307
Gimnasia Concepción,2869,59.6945450747
ASKO,2870,59.6935389683
Rauker,2871,59.6912819388
RC Bobo-Dioulasso,2872,59.6911822583
Castel San Giorgio,2873,59.6891212033
Sambenedettese,2874,59.6858580812
Union Trento,2875,59.6818698321
Puente Genil,2876,59.6804195627
Cercle de Joachim,2877,59.6799426322
Platense,2878,59.6785229759
Al Sailiya,2879,59.6777038852
Faenza,2880,59.6757061985
Caronnese,2881,59.6709928516
Pirmasens,2882,59.6691800305
Leça,2883,59.6579405963
Rabotnički,2884,59.6539524335
RSD Alcalá,2885,59.6535898739
Dadjè,2886,59.6532942349
Kafr Qasim,2887,59.6528647549
Sol de Mayo,2888,59.6513998348
Seraing,2889,59.6506894004
Al Wehda,2890,59.6399975341
Sanpaimola,2891,59.6394501275
Panthère,2892,59.6353637177
Real Valladolid II,2893,59.6325615893
Dynamo Abomey,2894,59.6308157416
Hwange,2895,59.6297280807
Marítimo,2896,59.6289213746
Roma City,2897,59.6245854333
Vittoria,2898,59.6191471734
Lijabatho,2899,59.6148635005
Dodoma Jiji,2900,59.6143196776
Szentlőrinc SE,2901,59.6137089364
Carcarese,2902,59.6046452593
Giugliano,2903,59.6021074411
Inter de Limeira,2904,59.6002800341
Lys Sassandra,2905,59.5983676391
Ansbach,2906,59.5963067326
Cayón,2907,59.5883308012
Sabah,2908,59.5821514688
Caravaggio,2909,59.5814425365
Oppeano,2910,59.5803549191
BKMA,2911,59.5767295346
Barona Sporting,2912,59.564040769
Cellatica,2913,59.5611404973
Damissa,2914,59.553956762
Sukhothai,2915,59.544085387
Pro Fagagna,2916,59.5422888906
Beauvais,2917,59.5415638343
Fortune,2918,59.5316612662
Manchego,2919,59.5238000832
Sarriana,2920,59.5230750374
Al Taliya,2921,59.5221562514
Bagheria,2922,59.5205373801
San Fernando CDI,2923,59.5205373801
Fanalamanga,2924,59.5180666414
Oslo,2925,59.5146226908
Gzira United,2926,59.5136494785
Delfines Del Este,2927,59.5124781769
Xorazm,2928,59.5102091143
Cuarte,2929,59.5085742062
Be'sat Kermanshah,2930,59.508034001
Persebaya Surabaya,2931,59.5071079866
Indy Eleven,2932,59.5041563014
USM Oujda,2933,59.4983254281
Piovese,2934,59.4969736591
Abu Salim,2935,59.496315539
Marignane GCB,2936,59.4951610831
Umm Salal,2937,59.4949833983
Dauphins Noirs,2938,59.4937779346
Glentoran,2939,59.492623481
Dolo Pianiga,2940,59.4918984527
Fard Alborz,2941,59.4913582545
Redonda,2942,59.4810899877
Rangers Kinshasa,2943,59.477464883
Sparta Praha II,2944,59.4734103703
Atenas,2945,59.472308163
Levico,2946,59.4712353193
Gabès,2947,59.4682369655
Uthai Thani,2948,59.4679566046
Kruger United,2949,59.4678744582
Eintracht Trier,2950,59.4668852283
Kiryat Yam SC,2951,59.4650726947
PSIM Yogyakarta,2952,59.4650565497
Olympia Thyrus SV,2953,59.4647101883
Diarra,2954,59.4582520009
Bikita Minerals,2955,59.4571644859
Olympique Béja,2956,59.4493867216
Lanzarote,2957,59.4444099929
Créteil-Lusitanos,2958,59.4360725056
ASA Târgu Mureş,2959,59.4244726134
Urbino,2960,59.4197601871
Alebrijes de Oaxaca,2961,59.4160675729
Torres,2962,59.4150477782
Smail,2963,59.4105202045
Utd Borgoricco Campetra,2964,59.4103353865
César Vallejo II,2965,59.4103207059
Dalian Yingbo,2966,59.4063318475
Volgar Astrakhan,2967,59.4056230122
Villasimius,2968,59.4056230122
Tiszakécske,2969,59.4038105652
Deportivo Municipal,2970,59.4001709982
Ümraniyespor,2971,59.3976482643
SSD Ferentino,2972,59.3976482643
Leganés II,2973,59.3969232897
Ahal,2974,59.3969108099
GC Mascara,2975,59.3961000296
Rukinzo,2976,59.3931840867
Dorados,2977,59.3903308551
Deportivo Miranda,2978,59.3900213708
York United,2979,59.3859810384
PAEEK,2980,59.3831488497
Figline,2981,59.3831488497
Tegevajaro Miyazaki,2982,59.3831327057
Barockstadt Fulda-Lehn.,2983,59.3813364344
Montecchio Maggiore,2984,59.3809739517
Briga Novarese,2985,59.3787990573
Kairouan,2986,59.3787007728
Shabana,2987,59.3783382908
Amora,2988,59.3773491298
Mtibwa Sugar,2989,59.3765098321
Paternicum,2990,59.3758992039
Magdeburg II,2991,59.3704619965
Borgomanero,2992,59.3700995168
Limena,2993,59.3693745577
Helmond Sport,2994,59.3686495991
Hemelingen,2995,59.3679246409
Panionios,2996,59.3679246409
Linares,2997,59.3544983076
Centre Chiefs,2998,59.353089794
Bogotá,2999,59.3512360349
Gimhae City,3000,59.3427527009
Trelleborg,3001,59.3421888895
Hwaseong,3002,59.3414478027
Independiente FBC,3003,59.3381870268
Castellonense,3004,59.3374767656
Port City,3005,59.3373784842
Bali United,3006,59.3349233319
Encarnación,3007,59.3323875103
Team Altamura,3008,59.3298649098
Nuova Alba,3009,59.3266026998
Ponce,3010,59.3257940378
Galatina,3011,59.3237029645
Village Superstars,3012,59.3225256468
Picerno,3013,59.3175410488
Pontedera,3014,59.3157287262
Juventud Copalera,3015,59.3149361205
Kapfenberger SV,3016,59.3110166997
Công An Hồ Chí Minh,3017,59.3081008567
Social Pariacoto,3018,59.30230294
São João Ver,3019,59.3015926987
Shakhtyor Soligorsk,3020,59.3008677784
Montespertoli,3021,59.3001428585
Džiugas Telšiai,3022,59.2972431831
Mindelense,3023,59.2969476243
Tolentino,3024,59.2950684309
Ehime,3025,59.2939649133
AJEB,3026,59.2938667271
Dynamic Togolais,3027,59.2935042691
Bastia Calcio,3028,59.2928936824
Racing,3029,59.2863694589
Afturelding,3030,59.2831073597
Don Benito,3031,59.2827449047
Lamphun Warriors,3032,59.2809164887
Veles,3033,59.2802077229
Baía de Pemba,3034,59.2755627261
Mladost DG,3035,59.2657096374
Lee Man,3036,59.2638812458
Ecosem Pasco,3037,59.2624329119
Sokol Saratov,3038,59.2617226927
Mutilvera,3039,59.2613602438
Manisa FK,3040,59.2599104492
Navad Urmia,3041,59.2546585296
Mjøndalen,3042,59.2472248167
Fratta Terme,3043,59.2446877053
Tolmezzo,3044,59.2443252612
Paderborn II,3045,59.2432379296
Triestina,3046,59.2388886124
Tanta,3047,59.23871785
Cristo Atlético,3048,59.2359890758
Saint-Priest,3049,59.232727105
Bougouni,3050,59.2233705786
UD San Fernando,3051,59.2160549397
Batman Petrolspor,3052,59.2131554549
Sangiovannese,3053,59.2109808456
Sinnamary,3054,59.2085413031
San Giuliano,3055,59.207356505
Wellington Olympic,3056,59.2066135164
90011 Bagheria,3057,59.2011951495
Hatayspor,3058,59.1997454231
Fucecchio,3059,59.1939465341
Barra,3060,59.1921197085
Troyes II,3061,59.1903222418
Vasalund,3062,59.188926892
Ottavia,3063,59.1885100995
Milford,3064,59.1862372623
Osaka,3065,59.1855945357
Al Adalah,3066,59.1854330353
Leonzio,3067,59.1852482498
Chiampo,3068,59.1834361147
Ambrosiana,3069,59.1751003264
Prostějov,3070,59.1725633581
Chonburi,3071,59.1714599462
Shabab Al-Ghar,3072,59.1650193768
St. Pauls,3073,59.1649524836
Kladno,3074,59.1526302114
Mensajero,3075,59.1504557051
Scunthorpe United,3076,59.1461067036
São José RS,3077,59.1439175309
Raith Rovers,3078,59.1399456436
El Entag El Harby,3079,59.1386876518
Castelpoto,3080,59.136683918
Maccabi Kabilio Jaffa,3081,59.1345094388
ASM Sangarédi,3082,59.1284153261
Hapoel Kfar Saba,3083,59.1283484348
Scafatese,3084,59.1265363804
CSF Bălți,3085,59.1196505973
Vergiatese,3086,59.1189257802
BKMA II,3087,59.1163889235
Rayo Vallecano II,3088,59.1160265158
Puteolana,3089,59.1113152253
Xerez Deportivo,3090,59.109865601
Islanders,3091,59.099996967
Soroksár SC,3092,59.097906263
Comano Terme Fiavé,3093,59.0971814582
Pro Villafranca,3094,59.0921078364
Dieppe,3095,59.0866718354
Lascaris,3096,59.0786990759
Colleferro,3097,59.0779742821
Tabor Sežana,3098,59.0768870921
Comoé,3099,59.0742360097
Falcons,3100,59.0691624809
Cisanese,3101,59.0663776366
Bnei Yehuda,3102,59.0642032773
Orceana,3103,59.0602169615
Shabab Al Ordon,3104,59.0578649886
Chingale de Tete,3105,59.0436139358
Shirak,3106,59.0431846619
HFX Wanderers,3107,59.0402179069
Real Guglionesi,3108,59.0391984119
Oyonesa,3109,59.0366617139
Asta Taverne,3110,59.0366617139
Tarancón,3111,59.0301387992
Haka,3112,59.0301387992
Salaria,3113,59.0286892671
Nouakchott King's,3114,59.0278662441
Lalitpur City,3115,59.0268939847
Chegutu Pirates,3116,59.0254947119
Cheraschese,3117,59.0203544897
Panamá City,3118,59.0197432574
Niroye Zamini,3119,59.0183649702
Lahti,3120,59.0178178292
Deportivo Cuenca Juniors,3121,59.0159912558
Montegranaro,3122,59.0102078779
Al Malaab El Libby,3123,59.0091876308
IRB Ouargla,3124,59.0090224895
Vautour Club,3125,58.9970480522
Treviso,3126,58.996799979
Roccasecca TST,3127,58.9964376053
Jeunesse d'Esch,3128,58.9935386195
Taloro Gavoi,3129,58.9920891291
University of Pretoria,3130,58.9887295272
KRC Genk II,3131,58.9812180036
La Libertad,3132,58.9800632365
Carbonia,3133,58.9768695794
HB Chelghoum Laïd,3134,58.9742347521
Verbania,3135,58.9667233141
Bukovyna,3136,58.9663609489
St. Pauls United,3137,58.9631971439
Dunfermline Athletic,3138,58.9627373034
Tabora United,3139,58.961898278
Rimini,3140,58.9587513052
Montlouis,3141,58.9576642169
Mebrat Hayl,3142,58.9539423442
San Vito Positano,3143,58.9500546251
Al Jaish,3144,58.9473244512
Jezero,3145,58.947155745
Universitario de Sucre,3146,58.9418868663
Nuova Florida,3147,58.9417203625
Jönköpings Södra,3148,58.9396005697
Baveno Stresa,3149,58.9380967871
Digenis Morphou,3150,58.9330237989
Unia Skierniewice,3151,58.9272261229
Porreres,3152,58.9243272948
Thes Sport,3153,58.9236025888
Kaspiy,3154,58.922153178
Cádiz II,3155,58.9207037689
River Plate,3156,58.9203267419
Signa,3157,58.9188920099
US Sestese,3158,58.918167307
Castiglione,3159,58.9159932007
Sant'Agostino,3160,58.9141814484
Express,3161,58.9102624822
César Vallejo,3162,58.9065574419
Campus Eur,3163,58.9025862946
Lastrigiana,3164,58.8942523431
Penne,3165,58.8924406217
Biel-Bienne,3166,58.8888171867
A'Ali,3167,58.8879149006
Torre del Mar,3168,58.8866431307
Colligiana,3169,58.8859184462
Borgo,3170,58.8837443951
Daquilema,3171,58.880468651
Calahorra,3172,58.8757729064
Legnano,3173,58.8750482281
Rödinghausen,3174,58.8674391307
Pietracuta,3175,58.863815767
Arosa,3176,58.8623664245
Platges Calvià,3177,58.8525834053
Almere City II,3178,58.8522210727
Beasain,3179,58.839539497
Pistoiese,3180,58.839539497
Umeå,3181,58.8286696758
KTP,3182,58.8264957227
Kolkheti Poti,3183,58.8206985327
San Antonio,3184,58.8195968887
Lemine Almenno,3185,58.8170753024
Arcellasco,3186,58.8054810349
Zlaté Moravce,3187,58.801857848
Elche II,3188,58.798959306
V.Club Mokanda,3189,58.7925044861
Memmingen,3190,58.7924376106
Ross County,3191,58.7833797559
Lagonegro,3192,58.7833797559
Alto Rendimiento,3193,58.7833650825
Ferroviário Nampula,3194,58.7733019082
Benacense,3195,58.768887323
Mumbai City,3196,58.7607389729
Folgore Delfino Curi,3197,58.7569311905
Etoile Filante,3198,58.7568169097
Santa Teresa Gallura,3199,58.7565688852
Atlético,3200,58.7547426873
Arnedo,3201,58.7370045536
KMC,3202,58.7365279768
Real Cerretese,3203,58.7359176551
Taurisano,3204,58.7315700706
Al Faisaly,3205,58.72740722
Terracina Calcio,3206,58.7264979075
Calvo Sotelo,3207,58.7264979075
Isola Rizza Roverchiara,3208,58.7228749463
Ciudad de Lucena,3209,58.7192519955
Naft Gachsaran,3210,58.7132777197
Cambérène,3211,58.7126164332
IB Khémis El Khechna,3212,58.7115455993
Escobedo,3213,58.7091077882
Al-Magd,3214,58.7080877829
Albanova,3215,58.6982390849
Al Ahli Wad Medani,3216,58.6927065365
ASEC-K,3217,58.6774745318
Police,3218,58.677112251
Babelsberg,3219,58.6739659842
Aarhus Fremad,3220,58.6728791398
Ahrntal,3221,58.667444932
1º Dezembro,3222,58.6656335345
Virtus Monteforte Irpino,3223,58.6652712553
Chojniczanka Chojnice,3224,58.6652712553
Saint-Colomban Locminé,3225,58.6641844184
Boxing Club,3226,58.6638074677
Herrera,3227,58.6590448826
Mladost Novi Sad,3228,58.6587502479
Arcella,3229,58.6540406523
Quảng Nam,3230,58.6511263136
Turan Turkistan,3231,58.648244251
Atlètic Lleida,3232,58.6475197027
IF Karlstad,3233,58.6461249484
Lykos,3234,58.644983787
Lentigione,3235,58.6435346945
Zabbar St. Patrick,3236,58.6424478763
Boreale,3237,58.6359269865
Dragons,3238,58.6352693124
Al Watan,3239,58.6349070401
Mines United,3240,58.6296541298
Violette AC,3241,58.6287790454
Villarreal III,3242,58.6203494413
BVSC Zugló,3243,58.61781358
Cienciano II,3244,58.6134517296
Louletano,3245,58.6080324483
Afumaţi,3246,58.6062211359
Santa Sabina,3247,58.6051343498
Siracusa,3248,58.6044098262
Augsburg II,3249,58.6044098262
Blois,3250,58.603685303
Persita,3251,58.6036691689
